###################################################################################################
### CosmicWatch: The Desktop Muon Detector
### Device ID: MaeCJemison
### Launch time: 0:00:05 1/1/2019
### Questions? Email Spencer N. Axani (saxani@mit.edu)
### Event Time Date TimeStamp[ms] ADC1 ADC2 SiPM[mV] Temp[C] Pressure[Pa] DeadTime[us] Coincident ID
###################################################################################################
68	0:00:46	1/1/2019 	40148	104.00	9.00	6.70	23.89	101055.11	1821	0	MaeCJemison	
69	0:00:46	1/1/2019 	40369	860.00	68.00	24.62	23.89	101055.11	1821	0	MaeCJemison	
70	0:00:48	1/1/2019 	42365	287.00	9.00	10.91	23.90	101055.45	97770	0	MaeCJemison	
71	0:00:48	1/1/2019 	42754	823.00	53.00	22.84	23.91	101055.53	51920	0	MaeCJemison	
72	0:00:49	1/1/2019 	43331	873.00	81.00	26.54	23.91	101055.41	1821	0	MaeCJemison	
73	0:00:51	1/1/2019 	45117	146.00	8.00	7.90	23.91	101055.25	97773	0	MaeCJemison	
74	0:00:51	1/1/2019 	45883	916.00	122.00	34.30	23.92	101055.16	49796	0	MaeCJemison	
75	0:00:51	1/1/2019 	45951	127.00	9.00	7.36	23.92	101055.16	1820	0	MaeCJemison	
76	0:00:53	1/1/2019 	47939	99.00	8.00	6.57	23.93	101054.96	97771	0	MaeCJemison	
77	0:00:54	1/1/2019 	48192	118.00	8.00	7.09	23.93	101054.96	3855	0	MaeCJemison	
78	0:00:54	1/1/2019 	48309	617.00	9.00	14.23	23.93	101054.62	1824	0	MaeCJemison	
